train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,created_at,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.023082485422492027,9.02520987438038e-05,0.023082485422492027,49.0,0,2024-10-28 04:14:48.293965,,,,,,,,,
0.2559165358543396,0.001105617848224938,0.2559165358543396,99.0,0,2024-10-28 04:29:28.117904,,,,,,,,,
0.26457178592681885,0.0011413011234253645,0.26457178592681885,149.0,0,2024-10-28 04:44:04.814814,,,,,,,,,
0.19188851118087769,0.0014083263231441379,0.19188851118087769,199.0,0,2024-10-28 04:58:38.900808,,,,,,,,,
0.06635116040706635,0.0002275359584018588,0.06635116040706635,249.0,0,2024-10-28 05:13:03.357405,,,,,,,,,
,,,,0,2024-10-28 05:13:36.871926,0.2866135537624359,0.0019327839836478233,0.2866135537624359,0.07670322805643082,0.0003644730313681066,0.07670322805643082,,,
,,,,0,2024-10-28 05:13:36.904531,,,,,,,0.14121298491954803,0.0016030797269195318,0.14121298491954803
0.015950463712215424,6.908619252499193e-05,0.015950463712215424,299.0,1,2024-10-28 05:21:21.012537,,,,,,,,,
0.12682728469371796,0.0004711708170361817,0.12682728469371796,349.0,1,2024-10-28 05:31:02.556150,,,,,,,,,
0.04265117272734642,0.00015386618906632066,0.04265117272734642,399.0,1,2024-10-28 05:42:22.524847,,,,,,,,,
0.04474969580769539,0.00015333339979406446,0.04474969580769539,449.0,1,2024-10-28 05:53:43.020267,,,,,,,,,
0.16679275035858154,0.0007793051190674305,0.16679275035858154,499.0,1,2024-10-28 06:05:02.612465,,,,,,,,,
,,,,1,2024-10-28 06:05:18.400814,0.2651848793029785,0.002604736015200615,0.2651848793029785,0.10581622272729874,0.00047103833639994264,0.10581622272729874,,,
,,,,1,2024-10-28 06:05:18.409684,,,,,,,0.15430554747581482,0.0015412524808198214,0.15430554747581482
