train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,created_at,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.023027747869491577,9.005052561406046e-05,0.023027747869491577,49.0,0,2024-10-28 08:53:29.369449,,,,,,,,,
0.25583896040916443,0.0011053599882870913,0.25583896040916443,99.0,0,2024-10-28 09:07:55.667924,,,,,,,,,
0.26358890533447266,0.0011371325235813856,0.26358890533447266,149.0,0,2024-10-28 09:22:21.818087,,,,,,,,,
0.19212619960308075,0.0014100774424150586,0.19212619960308075,199.0,0,2024-10-28 09:37:01.286905,,,,,,,,,
0.06624465435743332,0.00022716322564519942,0.06624465435743332,249.0,0,2024-10-28 09:51:18.363284,,,,,,,,,
,,,,0,2024-10-28 09:51:51.923091,0.286796510219574,0.0019356569973751903,0.286796510219574,0.07655780017375946,0.00036377570359036326,0.07655780017375946,,,
,,,,0,2024-10-28 09:51:51.953212,,,,,,,0.14108887314796448,0.0016020890325307846,0.14108887314796448
0.015929948538541794,6.90026645315811e-05,0.015929948538541794,299.0,1,2024-10-28 09:59:32.398068,,,,,,,,,
0.12656161189079285,0.00047019190969876945,0.12656161189079285,349.0,1,2024-10-28 10:07:05.169805,,,,,,,,,
0.04261934757232666,0.00015375154907815158,0.04261934757232666,399.0,1,2024-10-28 10:14:36.937120,,,,,,,,,
0.044677793979644775,0.00015309413720387965,0.044677793979644775,449.0,1,2024-10-28 10:22:09.714546,,,,,,,,,
0.1666824221611023,0.000778808374889195,0.1666824221611023,499.0,1,2024-10-28 10:29:40.535391,,,,,,,,,
,,,,1,2024-10-28 10:29:51.580465,0.2649622857570648,0.0026047148276120424,0.2649622857570648,0.10583410412073135,0.0004712191002909094,0.10583410412073135,,,
,,,,1,2024-10-28 10:29:51.590232,,,,,,,0.15416556596755981,0.0015401312848553061,0.15416556596755981
